# overall
total_targets	matched	unmatched	total_target_len	total_decoy_len	total_target_K	total_target_R	total_decoy_K	total_decoy_R
2353	2352	1	795788	791195	57114	33673	56123	34712

# per_target
target_name	decoy_name	target_len	decoy_len	len_diff	target_K	target_R	target_KR	decoy_K	decoy_R	decoy_KR	kr_diff	score
sp|O34325|YTRP_BACSU	sp|P32343|SSH4_YEAST	579	579	0	43	21	64	39	25	64	0	0
sp|O31995|YOKL_BACSU	sp|Q08689|NAT5_YEAST	177	176	1	9	11	20	18	2	20	0	1
sp|Q04747|SRFAB_BACSU	sp|Q07878|VPS13_YEAST	3583	3144	439	194	165	359	232	128	360	1	449
sp|P54418|PCKA_BACSU	sp|P06776|PDE2_YEAST	527	526	1	34	18	52	32	20	52	0	1
sp|P75030|URE3_BACSU	sp|Q8TGR5|YE030_YEAST	105	104	1	8	4	12	6	6	12	0	1
sp|P54532|BUK_BACSU	sp|P25379|STDH_YEAST	363	360	3	22	19	41	29	12	41	0	3
sp|O05507|PTEC_BACSU	sp|P35190|CLG1_YEAST	442	452	10	18	7	25	15	10	25	0	10
sp|O31575|RECX_BACSU	sp|P0CX36|RS4B_YEAST	264	261	3	35	14	49	27	22	49	0	3
sp|P53001|AAT1_BACSU	sp|P38089|PP2C4_YEAST	393	393	0	31	10	41	22	19	41	0	0
sp|O34693|RQCH_BACSU	sp|P22204|DBF2_YEAST	570	572	2	53	29	82	42	40	82	0	2
sp|P54166|UGTP_BACSU	sp|P53720|DUS2_YEAST	382	384	2	35	15	50	31	19	50	0	2
sp|P42234|CATE_BACSU	sp|Q12753|HAA1_YEAST	686	694	8	45	34	79	43	36	79	0	8
sp|P39764|KINC_BACSU	sp|P53729|ZNG1_YEAST	428	429	1	40	11	51	33	18	51	0	1
sp|Q07428|NRGB_BACSU	sp|P87272|YD509_YEAST	116	115	1	11	5	16	11	5	16	0	1
sp|P55872|IF3_BACSU	sp|P05739|RL6B_YEAST	173	176	3	21	15	36	26	10	36	0	3
sp|Q03224|GLPX_BACSU	sp|P32598|PP12_YEAST	321	312	9	22	16	38	19	19	38	0	9
sp|O34443|APT_BACSU	sp|P25296|CANB_YEAST	170	175	5	15	6	21	11	10	21	0	5
sp|P39617|YWDI_BACSU	sp|Q08745|RS10A_YEAST	105	105	0	10	5	15	9	6	15	0	0
sp|O34399|GLTB_BACSU	sp|Q06214|JIP5_YEAST	493	492	1	40	28	68	53	15	68	0	1
sp|P54608|YHCX_BACSU	sp|Q04305|UTP15_YEAST	513	513	0	28	36	64	31	33	64	0	0
sp|O34641|YTRB_BACSU	sp|P36519|RM07_YEAST	292	292	0	24	17	41	26	15	41	0	0
sp|O34894|EZRA_BACSU	sp|P53331|REXO1_YEAST	562	553	9	51	26	77	56	21	77	0	9
sp|O31829|YOAF_BACSU	sp|Q3E731|COX19_YEAST	97	98	1	9	2	11	6	5	11	0	1
sp|P17867|CISA_BACSU	sp|P27929|NAM9_YEAST	500	486	14	59	27	86	59	26	85	1	24
sp|P54156|YPLP_BACSU	sp|P40152|PPN2_YEAST	331	326	5	25	17	42	30	12	42	0	5
sp|P70947|YITU_BACSU	sp|Q92328|MDM12_YEAST	270	271	1	11	12	23	14	9	23	0	1
sp|O31862|YOJA_BACSU	sp|Q05031|DFG5_YEAST	444	458	14	17	10	27	17	11	28	1	24
sp|O31602|SPX_BACSU	sp|Q9P305|IGO2_YEAST	131	131	0	6	15	21	12	9	21	0	0
sp|O31677|QUEE_BACSU	sp|P40570|VLD1_YEAST	243	242	1	16	7	23	12	11	23	0	1
sp|P54479|ZUR_BACSU	sp|P0CF36|YP276_YEAST	145	145	0	10	4	14	8	6	14	0	0
sp|O34327|RAPJ_BACSU	sp|Q03787|YD249_YEAST	373	373	0	28	16	44	25	19	44	0	0
sp|O31446|YBFF_BACSU	sp|Q05541|NSE3_YEAST	303	303	0	26	9	35	23	12	35	0	0
sp|O68260|YOYC_BACSU	sp|P53733|RT19_YEAST	92	91	1	8	7	15	8	7	15	0	1
sp|O34726|YFLS_BACSU	sp|P38142|YB91_YEAST	478	488	10	25	5	30	14	16	30	0	10
sp|C0SP93|ACCD_BACSU	sp|P53212|YG1D_YEAST	290	290	0	27	8	35	24	11	35	0	0
sp|O31739|YLQD_BACSU	sp|Q08559|FYV12_YEAST	128	129	1	16	7	23	11	12	23	0	1
sp|O07581|YHDL_BACSU	sp|Q12199|TIP41_YEAST	358	356	2	38	8	46	21	25	46	0	2
sp|O35005|YTRF_BACSU	sp|P53916|TEP1_YEAST	436	434	2	39	16	55	32	23	55	0	2
sp|Q45585|SIGW_BACSU	sp|P38828|LSM12_YEAST	187	187	0	17	13	30	23	7	30	0	0
sp|P94359|YXKF_BACSU	sp|Q12416|WHI5_YEAST	297	295	2	21	17	38	12	26	38	0	2
sp|P96670|YDEM_BACSU	sp|Q06819|DIB1_YEAST	141	143	2	14	4	18	8	10	18	0	2
sp|O34328|KGUA_BACSU	sp|Q07930|PML1_YEAST	204	204	0	14	12	26	12	15	27	1	10
sp|P17620|RIBBA_BACSU	sp|P47049|UBX6_YEAST	398	396	2	23	20	43	24	19	43	0	2
sp|P54593|YHCI_BACSU	sp|P15703|BGL2_YEAST	313	313	0	14	6	20	16	4	20	0	0
sp|P37504|YYAT_BACSU	sp|P42937|YCH1_YEAST	148	148	0	11	8	19	5	14	19	0	0
sp|P12047|PUR8_BACSU	sp|Q12463|TRM11_YEAST	431	433	2	29	29	58	32	26	58	0	2
sp|O34889|SDPA_BACSU	sp|P50623|UBC9_YEAST	158	157	1	19	4	23	17	6	23	0	1
sp|P39143|GUTR_BACSU	sp|P25694|CDC48_YEAST	829	835	6	53	47	100	49	51	100	0	6
sp|Q45460|OPUBA_BACSU	sp|P33300|SUR1_YEAST	381	382	1	28	24	52	36	16	52	0	1
sp|P55910|LCTP_BACSU	sp|P38778|SMF2_YEAST	541	549	8	28	10	38	18	20	38	0	8
sp|O31576|YFHH_BACSU	sp|Q12111|YD029_YEAST	104	104	0	6	5	11	8	3	11	0	0
sp|P54389|YPIA_BACSU	sp|P18851|GBB_YEAST	423	423	0	30	7	37	22	16	38	1	10
sp|O31521|URHG1_BACSU	sp|P40319|ELO3_YEAST	344	345	1	16	14	30	22	7	29	1	11
sp|P50843|KDUI_BACSU	sp|Q08558|DCI1_YEAST	275	271	4	14	12	26	23	4	27	1	14
sp|O31452|YBFK_BACSU	sp|P35734|ASK1_YEAST	296	292	4	11	12	23	14	9	23	0	4
sp|P53560|YTBQ_BACSU	sp|P40165|NNRE_YEAST	253	246	7	19	9	28	19	9	28	0	7
sp|P27876|TPIS_BACSU	sp|Q12288|YL126_YEAST	253	251	2	21	6	27	18	9	27	0	2
sp|P39120|CISY2_BACSU	sp|P32288|GLNA_YEAST	372	370	2	24	19	43	21	22	43	0	2
sp|P96616|YDBT_BACSU	sp|P29295|HRR25_YEAST	493	494	1	34	31	65	33	32	65	0	1
sp|O31817|FOSB_BACSU	sp|P38345|SDHF4_YEAST	144	138	6	11	9	20	8	12	20	0	6
sp|P96629|INT_BACSU	sp|P28519|RAD14_YEAST	368	371	3	40	25	65	37	28	65	0	3
sp|P36947|RBSA_BACSU	sp|P40034|JHD1_YEAST	493	492	1	38	25	63	46	17	63	0	1
sp|P39127|CITR_BACSU	sp|P43569|CAF16_YEAST	291	289	2	22	15	37	19	18	37	0	2
sp|P56849|RL331_BACSU	sp|P0C5R6|YP074_YEAST	49	56	7	8	6	14	7	8	15	1	17
sp|P42319|YXJH_BACSU	sp|Q12063|UPPS_YEAST	377	375	2	25	23	48	33	15	48	0	2
sp|O31631|METI_BACSU	sp|Q04033|YD415_YEAST	373	374	1	18	18	36	22	14	36	0	1
sp|P96597|YDBB_BACSU	sp|P47128|EAF6_YEAST	113	113	0	8	4	12	9	3	12	0	0
sp|P42320|YXIJ_BACSU	sp|Q07927|YL012_YEAST	98	99	1	7	8	15	7	8	15	0	1
sp|O31847|YOZO_BACSU	sp|P39973|YEI4_YEAST	114	112	2	12	6	18	14	4	18	0	2
sp|P42085|XPT_BACSU	sp|Q12146|PSF3_YEAST	194	194	0	13	7	20	16	4	20	0	0
sp|P96711|ARAR_BACSU	sp|Q04894|ADH6_YEAST	362	360	2	29	12	41	30	11	41	0	2
sp|P28599|CH10_BACSU	sp|P39711|YAG4_YEAST	94	94	0	8	5	13	6	7	13	0	0
sp|P21465|RS3_BACSU	sp|P36095|VPS24_YEAST	218	224	6	19	19	38	19	19	38	0	6
sp|O31609|YJBK_BACSU	sp|Q03233|ADD37_YEAST	190	198	8	20	9	29	22	7	29	0	8
sp|O32052|YRBF_BACSU	sp|Q3E833|PCC1_YEAST	89	88	1	6	6	12	7	5	12	0	1
sp|O34877|PKSD_BACSU	sp|Q08985|SAM4_YEAST	324	325	1	17	14	31	21	11	32	1	11
sp|P12040|PUR3_BACSU	sp|Q04487|SHH3_YEAST	195	196	1	14	7	21	11	10	21	0	1
sp|P54569|YQKF_BACSU	sp|P27616|PUR7_YEAST	306	306	0	23	18	41	29	12	41	0	0
sp|O34442|MGTE_BACSU	sp|P09733|TBA1_YEAST	451	447	4	23	20	43	22	21	43	0	4
sp|P46344|PGPH_BACSU	sp|Q12039|HMI1_YEAST	711	706	5	64	19	83	60	23	83	0	5
sp|O32157|FRLB_BACSU	sp|P46669|RPA43_YEAST	328	326	2	21	11	32	23	9	32	0	2
sp|O31523|RHGT1_BACSU	sp|P38727|YHE4_YEAST	232	235	3	15	10	25	13	12	25	0	3
sp|P54519|YQHY_BACSU	sp|P38350|YB9U_YEAST	135	133	2	8	3	11	5	6	11	0	2
sp|O34628|YVLB_BACSU	sp|P36156|GSTO2_YEAST	365	370	5	38	10	48	28	20	48	0	5
sp|P19582|DHOM_BACSU	sp|Q12415|TFC7_YEAST	433	435	2	33	13	46	26	20	46	0	2
sp|P39578|DLTD_BACSU	sp|P36081|PSG1_YEAST	392	392	0	47	11	58	39	20	59	1	10
sp|P39802|CHEW_BACSU	sp|Q05027|TAF9_YEAST	156	157	1	10	7	17	10	7	17	0	1
sp|O06747|YITL_BACSU	sp|P23833|SCO1_YEAST	298	295	3	21	19	40	25	15	40	0	3
sp|P39822|PSD_BACSU	sp|P47141|RT26_YEAST	263	266	3	14	13	27	20	7	27	0	3
sp|O35041|YFJT_BACSU	sp|P40588|YIW4_YEAST	61	61	0	5	3	8	6	2	8	0	0
sp|P54394|DING_BACSU	sp|P53253|NNF2_YEAST	931	936	5	65	46	111	79	32	111	0	5
sp|O34348|YFMC_BACSU	sp|P21651|RE107_YEAST	315	314	1	36	11	47	26	21	47	0	1
sp|O34881|YTVB_BACSU	sp|P38804|SDO1L_YEAST	111	111	0	7	7	14	12	2	14	0	0
sp|O31774|RNY_BACSU	sp|P41901|SPR3_YEAST	520	512	8	37	44	81	51	29	80	1	18
sp|P42976|DAPB_BACSU	sp|P30657|PSB7_YEAST	267	266	1	16	10	26	12	13	25	1	11
sp|P39579|DLTC_BACSU	sp|Q12195|YD015_YEAST	78	79	1	3	2	5	2	3	5	0	1
sp|P35146|AROD_BACSU	sp|P47086|YJY1_YEAST	255	261	6	19	10	29	21	8	29	0	6
sp|Q05470|PKSL_BACSU	sp|P36022|DYHC_YEAST	4538	4092	446	278	216	494	308	177	485	9	536
sp|O34750|YFML_BACSU	sp|P53293|YG3W_YEAST	376	376	0	41	17	58	40	18	58	0	0
sp|O31560|YFIR_BACSU	sp|P15700|KCY_YEAST	205	204	1	17	13	30	17	13	30	0	1
sp|O06745|YITJ_BACSU	sp|P32769|HBS1_YEAST	612	611	1	38	31	69	46	24	70	1	11
sp|P71017|GBSB_BACSU	sp|Q03687|ANY1_YEAST	402	405	3	26	9	35	25	10	35	0	3
sp|O34703|YJOB_BACSU	sp|Q05790|CRR1_YEAST	423	422	1	24	25	49	31	18	49	0	1
sp|P25995|PYRC_BACSU	sp|P40087|DDI1_YEAST	428	428	0	28	15	43	21	22	43	0	0
sp|P54456|AP4AH_BACSU	sp|P25654|YCY0_YEAST	186	182	4	12	10	22	18	4	22	0	4
sp|O32006|YOKA_BACSU	sp|Q12211|PUS1_YEAST	545	544	1	60	27	87	63	27	90	3	31
sp|P71019|FABD_BACSU	sp|Q12145|CMR3_YEAST	317	317	0	26	7	33	22	11	33	0	0
sp|P54441|YRKN_BACSU	sp|P25560|RER1_YEAST	185	188	3	15	5	20	11	9	20	0	3
sp|P71067|LUTP_BACSU	sp|P32329|YPS1_YEAST	563	569	6	22	11	33	20	12	32	1	16
sp|P54451|YQEF_BACSU	sp|P51601|GCH1_YEAST	243	243	0	16	16	32	13	19	32	0	0
sp|O31818|YNZC_BACSU	sp|P0C5R2|YO72A_YEAST	77	82	5	12	5	17	4	13	17	0	5
sp|P54956|YXEQ_BACSU	sp|Q08685|CLP1_YEAST	445	445	0	20	24	44	26	18	44	0	0
sp|P42113|ASNH_BACSU	sp|P46673|NUP85_YEAST	747	744	3	41	29	70	43	27	70	0	3
sp|P39597|EFEB_BACSU	sp|P25270|MRM1_YEAST	416	412	4	38	15	53	38	15	53	0	4
sp|O31581|YFHM_BACSU	sp|P36139|PET10_YEAST	286	283	3	17	15	32	25	7	32	0	3
sp|P17820|DNAK_BACSU	sp|P26309|CDC20_YEAST	611	610	1	54	20	74	39	34	73	1	11
sp|O31564|YFIV_BACSU	sp|P40043|RGI1_YEAST	160	161	1	15	8	23	20	3	23	0	1
sp|P96603|DCTA_BACSU	sp|P13712|MSI1_YEAST	421	422	1	29	6	35	22	13	35	0	1
sp|O32068|YTZG_BACSU	sp|Q08963|RU2A_YEAST	239	238	1	21	11	32	12	20	32	0	1
sp|O34666|CTPA_BACSU	sp|Q04922|MFB1_YEAST	466	465	1	62	7	69	41	28	69	0	1
sp|P14203|YUXH_BACSU	sp|Q12128|BAG7_YEAST	409	409	0	29	21	50	28	22	50	0	0
sp|P45943|RAPE_BACSU	sp|P53688|HST4_YEAST	375	370	5	36	17	53	29	24	53	0	5
sp|P17865|FTSZ_BACSU	sp|P53164|NPY1_YEAST	382	384	2	23	16	39	23	16	39	0	2
sp|O34759|YDJO_BACSU	sp|Q8TGL6|YO108_YEAST	69	69	0	6	3	9	2	7	9	0	0
sp|P54154|MSRA_BACSU	sp|P46998|FMP33_YEAST	177	180	3	13	7	20	15	5	20	0	3
sp|Q45493|RNJ1_BACSU	sp|P14064|HAP4_YEAST	555	554	1	33	27	60	44	16	60	0	1
sp|P46907|NARK_BACSU	sp|P53334|SCW4_YEAST	395	386	9	14	11	25	18	6	24	1	19
sp|P54383|ISPA_BACSU	sp|Q04368|CSI1_YEAST	296	295	1	23	14	37	27	10	37	0	1
sp|O34303|YDJA_BACSU	sp|P53136|NSA1_YEAST	465	463	2	53	15	68	52	16	68	0	2
sp|P42065|APPF_BACSU	sp|Q06005|LIPB_YEAST	329	328	1	24	23	47	30	17	47	0	1
sp|O34751|YLOV_BACSU	sp|P53730|ALG12_YEAST	553	551	2	32	11	43	30	13	43	0	2
sp|O34309|RPH_BACSU	sp|P11433|CDC24_YEAST	866	854	12	53	43	96	62	34	96	0	12
sp|P42101|GS30_BACSU	sp|P32351|IMPX_YEAST	343	346	3	28	15	43	20	23	43	0	3
sp|P40769|YHFN_BACSU	sp|P32485|HOG1_YEAST	426	435	9	26	12	38	22	16	38	0	9
sp|Q02115|TAGU_BACSU	sp|Q04110|ECM11_YEAST	306	302	4	32	15	47	40	7	47	0	4
sp|O07624|YWIB_BACSU	sp|P40096|NCB1_YEAST	142	142	0	13	4	17	12	5	17	0	0
sp|P94547|LCFA_BACSU	sp|P43637|TOS3_YEAST	560	560	0	48	13	61	36	25	61	0	0
sp|P39131|MNAA_BACSU	sp|P42884|AAD14_YEAST	380	376	4	26	18	44	27	17	44	0	4
sp|O05243|YUGU_BACSU	sp|P38275|YBY4_YEAST	132	133	1	7	8	15	11	4	15	0	1
sp|P54496|YQGS_BACSU	sp|Q06408|ARO10_YEAST	638	635	3	41	22	63	42	21	63	0	3
sp|O05496|YDHE_BACSU	sp|P41910|MAF1_YEAST	395	395	0	32	11	43	24	19	43	0	0
sp|P16304|KAD_BACSU	sp|P07560|SEC4_YEAST	217	215	2	16	10	26	19	7	26	0	2
sp|P39842|BLTR_BACSU	sp|P03962|PYRF_YEAST	273	267	6	27	9	36	22	14	36	0	6
sp|P42418|IOLH_BACSU	sp|P47977|CTH2_YEAST	289	285	4	24	15	39	31	8	39	0	4
sp|O31418|MRNC_BACSU	sp|P87275|AIM11_YEAST	143	137	6	13	7	20	11	9	20	0	6
sp|O34841|YOEB_BACSU	sp|Q04006|UPS3_YEAST	181	179	2	25	2	27	16	11	27	0	2
sp|P39155|PAP_BACSU	sp|P53141|MLC1_YEAST	150	149	1	10	9	19	14	5	19	0	1
sp|P21458|SP3E_BACSU	sp|Q03653|EFR3_YEAST	787	782	5	63	35	98	66	32	98	0	5
sp|P50743|DER_BACSU	sp|Q02933|RNY1_YEAST	436	434	2	26	25	51	34	18	52	1	12
sp|O32065|YTZB_BACSU	sp|P53828|YN36_YEAST	105	104	1	7	5	12	6	6	12	0	1
sp|P37560|YABR_BACSU	sp|P53841|BSC4_YEAST	128	131	3	16	10	26	16	10	26	0	3
sp|P28819|PABA_BACSU	sp|P37261|FRM2_YEAST	194	193	1	10	7	17	9	8	17	0	1
sp|P94389|YCGL_BACSU	sp|P42940|ETFB_YEAST	260	261	1	22	18	40	31	9	40	0	1
sp|P96706|YDGH_BACSU	sp|P38149|DUG2_YEAST	885	878	7	60	15	75	51	25	76	1	17
sp|P05096|DNAG_BACSU	sp|Q03195|RLI1_YEAST	603	608	5	48	36	84	51	33	84	0	5
sp|P53555|BIOK_BACSU	sp|P10823|GPA2_YEAST	448	449	1	33	13	46	25	21	46	0	1
sp|P42403|BGLC_BACSU	sp|Q03652|DML1_YEAST	477	475	2	30	21	51	28	23	51	0	2
sp|P21471|RS10_BACSU	sp|P38311|YB59_YEAST	102	105	3	10	9	19	10	9	19	0	3
sp|O07605|GLTT_BACSU	sp|P20107|ZRC1_YEAST	429	442	13	22	7	29	12	18	30	1	23
sp|O34324|DLDH3_BACSU	sp|P38221|CDS1_YEAST	458	457	1	27	16	43	33	10	43	0	1
sp|P94535|GLCD_BACSU	sp|Q04930|CRF1_YEAST	470	467	3	32	21	53	34	19	53	0	3
sp|O34353|YDJN_BACSU	sp|Q04740|RNH1_YEAST	348	348	0	42	9	51	37	14	51	0	0
sp|P51785|ILVD_BACSU	sp|Q06135|GAS2_YEAST	558	555	3	31	24	55	37	18	55	0	3
sp|O31796|HFQ_BACSU	sp|Q45U48|YG035_YEAST	73	73	0	6	2	8	4	4	8	0	0
sp|P94483|YNAE_BACSU	sp|P40465|CSM2_YEAST	213	213	0	21	8	29	16	13	29	0	0
sp|P94536|YSFB_BACSU	sp|P38998|LYS1_YEAST	368	373	5	22	26	48	26	22	48	0	5
sp|O34741|BCEB_BACSU	sp|P43549|AQY3_YEAST	646	646	0	57	13	70	36	33	69	1	10
sp|P94542|ZAPA_BACSU	sp|P16965|STF2_YEAST	85	84	1	11	4	15	11	4	15	0	1
sp|P08877|PTHP_BACSU	sp|Q3E7Z8|YC204_YEAST	88	88	0	7	1	8	3	5	8	0	0
sp|P94390|PROD2_BACSU	sp|Q06390|MRB1_YEAST	303	306	3	27	16	43	25	18	43	0	3
sp|O32091|PNCA_BACSU	sp|P29340|UBCX_YEAST	183	183	0	12	6	18	8	10	18	0	0
sp|O07585|YHDP_BACSU	sp|Q06098|ISR1_YEAST	444	443	1	23	13	36	24	13	37	1	11
sp|P96693|MHQO_BACSU	sp|P20604|PP11_YEAST	312	311	1	13	16	29	15	14	29	0	1
sp|P94461|PRIA_BACSU	sp|Q08960|TYW1_YEAST	805	810	5	70	42	112	81	30	111	1	15
sp|O34392|YTRE_BACSU	sp|Q12517|DCP1_YEAST	231	231	0	14	10	24	17	7	24	0	0
sp|O34385|MNTA_BACSU	sp|P43588|RPN11_YEAST	306	306	0	30	6	36	24	12	36	0	0
sp|O32101|YUEB_BACSU	sp|P38692|KIC1_YEAST	1076	1080	4	82	24	106	68	38	106	0	4
sp|O35000|NAGB_BACSU	sp|P32460|DCG1_YEAST	242	244	2	11	15	26	20	6	26	0	2
sp|O34792|YVJA_BACSU	sp|P13517|CAPZB_YEAST	281	287	6	17	7	24	11	13	24	0	6
sp|O31449|YBFI_BACSU	sp|Q08952|OXR1_YEAST	275	273	2	18	14	32	19	13	32	0	2
sp|O32095|YUEF_BACSU	sp|Q12121|YD211_YEAST	369	372	3	17	9	26	10	16	26	0	3
sp|P42437|NASF_BACSU	sp|P38153|AP3M_YEAST	483	483	0	29	23	52	35	17	52	0	0
sp|O34557|RPE_BACSU	sp|P53084|YGW8_YEAST	217	216	1	17	6	23	13	10	23	0	1
sp|C0H410|YKZW_BACSU	sp|Q8TGJ4|YL466_YEAST	39	38	1	1	0	1	0	1	1	0	1
sp|O07566|NTDA_BACSU	sp|P38866|FMO1_YEAST	441	432	9	38	12	50	35	15	50	0	9
sp|P37814|ATPF_BACSU	sp|P43594|MIC19_YEAST	170	170	0	17	8	25	24	1	25	0	0
sp|O34664|THIN_BACSU	sp|P35718|RPC8_YEAST	214	212	2	14	8	22	14	8	22	0	2
sp|O07012|BGAL2_BACSU	sp|P23254|TKT1_YEAST	672	680	8	33	32	65	43	22	65	0	8
sp|P42919|RL2_BACSU	sp|P32524|PRP21_YEAST	277	280	3	30	24	54	36	18	54	0	3
sp|P37946|ILVA_BACSU	sp|Q08199|SIL1_YEAST	422	421	1	33	15	48	28	20	48	0	1
sp|P37542|YABA_BACSU	sp|Q08561|IES4_YEAST	119	116	3	14	5	19	12	7	19	0	3
sp|P39815|TRMFO_BACSU	sp|P41911|GPD2_YEAST	435	440	5	31	16	47	26	21	47	0	5
sp|C0SP89|YOAH_BACSU	sp|P39994|PXP1_YEAST	561	560	1	42	13	55	30	24	54	1	11
sp|P0CI75|BIRA_BACSU	sp|P47976|CTH1_YEAST	325	325	0	22	19	41	30	11	41	0	0
sp|O34528|RARA_BACSU	sp|P25573|MGR1_YEAST	421	417	4	32	20	52	32	20	52	0	4
sp|P54452|YQEG_BACSU	sp|Q06091|SN309_YEAST	172	175	3	16	14	30	15	15	30	0	3
sp|P18579|MURB_BACSU	sp|Q12477|PCL9_YEAST	303	304	1	25	10	35	16	19	35	0	1
sp|O34764|SAT1_BACSU	sp|P32792|YHH7_YEAST	382	385	3	28	17	45	25	20	45	0	3
sp|Q796S4|YHJH_BACSU	sp|Q05776|UPS1_YEAST	175	175	0	16	9	25	14	11	25	0	0
sp|O31462|YBGF_BACSU	sp|P53390|MEP3_YEAST	470	489	19	20	11	31	18	13	31	0	19
sp|P55184|YXJL_BACSU	sp|Q05359|ERP1_YEAST	218	219	1	13	14	27	19	8	27	0	1
sp|O34903|YKOG_BACSU	sp|Q04004|PLP1_YEAST	228	230	2	14	17	31	18	13	31	0	2
sp|O34660|ALDH4_BACSU	sp|Q12265|KPR5_YEAST	495	496	1	31	14	45	26	20	46	1	11
sp|O05400|YRHH_BACSU	sp|Q02486|ABF2_YEAST	180	183	3	19	16	35	26	9	35	0	3
sp|O31728|SEPF_BACSU	sp|P33308|MED9_YEAST	151	149	2	11	8	19	11	8	19	0	2
sp|C0SPC1|CCRZ_BACSU	sp|P17890|RPC7_YEAST	269	251	18	18	9	27	21	6	27	0	18
sp|O31512|YESF_BACSU	sp|P43607|RRT5_YEAST	286	289	3	14	18	32	20	12	32	0	3
sp|P54169|YPGR_BACSU	sp|P16658|SEN2_YEAST	377	377	0	31	23	54	29	25	54	0	0
sp|P39571|GERBC_BACSU	sp|P38287|CSH1_YEAST	374	376	2	38	12	50	33	17	50	0	2
sp|O32031|YRRS_BACSU	sp|P14066|CBS1_YEAST	233	229	4	31	4	35	22	13	35	0	4
sp|O31766|YMFH_BACSU	sp|P32579|SUA5_YEAST	428	426	2	37	12	49	28	21	49	0	2
sp|P54572|MAO1_BACSU	sp|Q12355|PST1_YEAST	439	444	5	20	14	34	33	1	34	0	5
sp|O31513|YESJ_BACSU	sp|Q05933|ARPC3_YEAST	180	178	2	7	12	19	9	10	19	0	2
sp|P54952|YXEM_BACSU	sp|Q02204|RM13_YEAST	264	264	0	37	5	42	30	12	42	0	0
sp|P26935|IOLG_BACSU	sp|P40013|BIM1_YEAST	344	344	0	25	11	36	21	15	36	0	0
sp|P21473|RS15_BACSU	sp|P01097|ATIF_YEAST	89	85	4	8	11	19	8	11	19	0	4
sp|P37454|EXOA_BACSU	sp|P23639|PSA2_YEAST	252	250	2	12	15	27	18	9	27	0	2
sp|O34948|YKWC_BACSU	sp|P0CF16|U5071_YEAST	288	290	2	25	2	27	15	12	27	0	2
sp|O07578|YHDI_BACSU	sp|P50102|UBP8_YEAST	469	471	2	22	26	48	38	10	48	0	2
sp|P09124|G3P1_BACSU	sp|P43623|METC_YEAST	335	340	5	23	11	34	21	13	34	0	5
sp|P42412|IOLA_BACSU	sp|Q08989|YP277_YEAST	487	487	0	34	18	52	23	29	52	0	0
sp|P54167|METAA_BACSU	sp|P40363|SFGH_YEAST	301	299	2	18	12	30	22	8	30	0	2
sp|P50740|IDI2_BACSU	sp|Q04651|ERV41_YEAST	349	352	3	18	17	35	23	12	35	0	3
sp|Q45614|WALK_BACSU	sp|P50875|SPT20_YEAST	611	604	7	39	34	73	39	34	73	0	7
sp|O07532|LYTF_BACSU	sp|P53755|BSC5_YEAST	488	489	1	48	7	55	32	23	55	0	1
sp|P18185|CARY_BACSU	sp|P36123|SA190_YEAST	1030	1033	3	64	33	97	63	32	95	2	23
sp|P37455|SSBA_BACSU	sp|Q12184|ADRX_YEAST	172	172	0	5	12	17	9	8	17	0	0
sp|P21882|ODPB_BACSU	sp|P20133|PGTB2_YEAST	325	325	0	13	18	31	20	12	32	1	10
sp|O30509|GATB_BACSU	sp|Q03790|NUP53_YEAST	476	475	1	47	18	65	46	19	65	0	1
sp|P21880|DLDH1_BACSU	sp|Q12214|HOS1_YEAST	470	470	0	31	14	45	24	21	45	0	0
sp|P37945|LON1_BACSU	sp|P53866|SQS1_YEAST	774	767	7	68	44	112	68	44	112	0	7
sp|P05648|DNAA_BACSU	sp|P19541|RDS2_YEAST	446	446	0	38	20	58	29	29	58	0	0
sp|Q7BVT7|YERC_BACSU	sp|P46784|RS10B_YEAST	104	105	1	7	8	15	9	6	15	0	1
sp|O06993|MALPY_BACSU	sp|Q08732|HRK1_YEAST	757	759	2	43	44	87	56	31	87	0	2
sp|P50848|CBP1_BACSU	sp|P27515|URK1_YEAST	501	501	0	40	18	58	34	24	58	0	0
sp|O32224|AZOR2_BACSU	sp|P0CF19|YO162_YEAST	211	215	4	17	4	21	10	11	21	0	4
sp|P54431|YRKD_BACSU	sp|P10174|COX7_YEAST	63	60	3	4	5	9	6	3	9	0	3
sp|P94513|LYTS_BACSU	sp|P13365|CG13_YEAST	593	580	13	34	22	56	34	22	56	0	13
sp|P54464|YQEY_BACSU	sp|P37267|CBP4_YEAST	148	147	1	18	7	25	13	12	25	0	1
sp|P94413|YCLJ_BACSU	sp|Q04304|YMY0_YEAST	227	227	0	16	12	28	18	10	28	0	0
sp|P94356|YXKC_BACSU	sp|P40081|MGDP1_YEAST	180	178	2	23	2	25	18	7	25	0	2
sp|O34530|RSGA_BACSU	sp|Q12177|YL056_YEAST	298	298	0	20	15	35	22	13	35	0	0
sp|P54168|YPGQ_BACSU	sp|P49775|HNT2_YEAST	205	206	1	13	13	26	15	10	25	1	11
sp|P96501|FLGL_BACSU	sp|P38224|FIG1_YEAST	298	298	0	17	10	27	18	9	27	0	0
sp|Q796Z1|NTDP_BACSU	sp|P38268|YBW6_YEAST	176	175	1	8	11	19	12	7	19	0	1
